Frame Cars_Data PathLoss RSSI
24 "[{'vehId': 'veh0', 'x_coor': 20.883665421868216, 'y_coor': -59.27524278116698, 'z_coor': 13.446599006652832, 'angle': -7.098580353649049, 'velocity': 14.25387514697537}, {'vehId': 'veh3', 'x_coor': 247.82426506834184, 'y_coor': -143.21282462428238, 'z_coor': 14.568193435668945, 'angle': -5.63422489921534, 'velocity': 3.98405013747979}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 129.00167846679688}, 'veh3': {'veh0': 129.00167846679688, 'veh3': 0}}"
25 "[{'vehId': 'veh0', 'x_coor': 12.92633318531773, 'y_coor': -46.329502267141265, 'z_coor': 13.0, 'angle': -7.447920922757327, 'velocity': 13.462965458032304}, {'vehId': 'veh3', 'x_coor': 242.59885451635438, 'y_coor': -147.1766398021016, 'z_coor': 14.696371078491211, 'angle': -5.63422489921534, 'velocity': 6.5429525059415035}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 128.68881225585938}, 'veh3': {'veh0': 128.68881225585938, 'veh3': 0}}"
26 "[{'vehId': 'veh0', 'x_coor': 1.6151171617206046, 'y_coor': -34.31809575996073, 'z_coor': 13.0, 'angle': -6.922807218193064, 'velocity': 15.128925915068578}, {'vehId': 'veh3', 'x_coor': 237.09491602295844, 'y_coor': -151.43039904384128, 'z_coor': 15.08144760131836, 'angle': -5.6217109109687255, 'velocity': 6.94332883934503}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 128.2776641845703}, 'veh3': {'veh0': 128.2776641845703, 'veh3': 0}}"
27 "[{'vehId': 'veh0', 'x_coor': -9.129009652863658, 'y_coor': -22.537054579509856, 'z_coor': 12.33077621459961, 'angle': -7.196341640235714, 'velocity': 16.454503284971977}, {'vehId': 'veh3', 'x_coor': 232.01067639893353, 'y_coor': -155.7194537023583, 'z_coor': 15.416058540344238, 'angle': -5.582419663256731, 'velocity': 6.649888778911099}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 127.87471008300781}, 'veh3': {'veh0': 127.87471008300781, 'veh3': 0}}"
28 "[{'vehId': 'veh0', 'x_coor': -19.145005623504005, 'y_coor': -9.568514949572545, 'z_coor': 11.49199104309082, 'angle': -7.196341640235714, 'velocity': 16.7514834863551}, {'vehId': 'veh3', 'x_coor': 226.03523175569927, 'y_coor': -160.76032718178047, 'z_coor': 15.895223617553711, 'angle': -5.5824196632567356, 'velocity': 7.81553294504074}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 127.48651123046875}, 'veh3': {'veh0': 127.48651123046875, 'veh3': 0}}"
29 "[{'vehId': 'veh0', 'x_coor': -29.18417432431687, 'y_coor': 3.4300283335668382, 'z_coor': 10.476897239685059, 'angle': -7.196341640235714, 'velocity': 16.790239253425785}, {'vehId': 'veh3', 'x_coor': 220.30538553888567, 'y_coor': -165.42603976193328, 'z_coor': 16.0, 'angle': -5.600962283540405, 'velocity': 7.389073144914709}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 127.09658813476562}, 'veh3': {'veh0': 127.09658813476562, 'veh3': 0}}"
30 "[{'vehId': 'veh0', 'x_coor': -39.32143468894799, 'y_coor': 16.55557901899772, 'z_coor': 9.21810531616211, 'angle': -7.196341640235714, 'velocity': 16.95429491912462}, {'vehId': 'veh3', 'x_coor': 214.68874866272614, 'y_coor': -169.9886851585613, 'z_coor': 16.0, 'angle': -5.600962283540391, 'velocity': 7.23626329429926}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 126.70449829101562}, 'veh3': {'veh0': 126.70449829101562, 'veh3': 0}}"
31 "[{'vehId': 'veh0', 'x_coor': -49.689090766070706, 'y_coor': 29.146347650647442, 'z_coor': 8.598648071289062, 'angle': -7.14659617243509, 'velocity': 16.49270871048309}, {'vehId': 'veh3', 'x_coor': 209.21747775740533, 'y_coor': -174.4332432740818, 'z_coor': 15.999999046325684, 'angle': -5.600962283540391, 'velocity': 7.048979255431458}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 126.3212890625}, 'veh3': {'veh0': 126.3212890625, 'veh3': 0}}"
32 "[{'vehId': 'veh0', 'x_coor': -60.80996991862571, 'y_coor': 41.84961754674157, 'z_coor': 8.166357040405273, 'angle': -7.134905669133512, 'velocity': 16.820852830884792}, {'vehId': 'veh3', 'x_coor': 203.3529577492754, 'y_coor': -179.19725522794386, 'z_coor': 16.0, 'angle': -5.60096228354041, 'velocity': 7.555626580319494}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 125.93217468261719}, 'veh3': {'veh0': 125.93217468261719, 'veh3': 0}}"
33 "[{'vehId': 'veh0', 'x_coor': -72.03367905373875, 'y_coor': 54.67034911146152, 'z_coor': 7.337140083312988, 'angle': -7.134905669133512, 'velocity': 16.976388016501257}, {'vehId': 'veh3', 'x_coor': 197.34998217118874, 'y_coor': -184.07374083513787, 'z_coor': 15.403501510620117, 'angle': -5.60096228354041, 'velocity': 7.7340075191018505}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 125.54975891113281}, 'veh3': {'veh0': 125.54975891113281, 'veh3': 0}}"
34 "[{'vehId': 'veh0', 'x_coor': -83.4624825299507, 'y_coor': 67.55453390692162, 'z_coor': 7.5523762702941895, 'angle': -7.112482557013541, 'velocity': 17.159919882654027}, {'vehId': 'veh3', 'x_coor': 191.9933130791265, 'y_coor': -188.4252027709981, 'z_coor': 14.62712287902832, 'angle': -5.600962283540396, 'velocity': 6.901330597875766}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 125.17079162597656}, 'veh3': {'veh0': 125.17079162597656, 'veh3': 0}}"
35 "[{'vehId': 'veh0', 'x_coor': -94.77712102537248, 'y_coor': 79.8581459798616, 'z_coor': 8.0, 'angle': -7.110432301391462, 'velocity': 16.65339923109375}, {'vehId': 'veh3', 'x_coor': 186.12239598469642, 'y_coor': -193.19441136423757, 'z_coor': 14.49919605255127, 'angle': -5.60096228354041, 'velocity': 7.563868345241189}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 124.81565856933594}, 'veh3': {'veh0': 124.81565856933594, 'veh3': 0}}"
36 "[{'vehId': 'veh0', 'x_coor': -106.09992037245536, 'y_coor': 92.16729163455994, 'z_coor': 8.17613697052002, 'angle': -7.110249170528319, 'velocity': 16.662961145625264}, {'vehId': 'veh3', 'x_coor': 180.73981394928882, 'y_coor': -197.56692354320143, 'z_coor': 14.613941192626953, 'angle': -5.600962283540396, 'velocity': 6.93471585758043}]" "{'veh0': {'veh0': 0, 'veh3': -114.59173202514648}, 'veh3': {'veh0': -115.69531440734863, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 39.060604095458984}, 'veh3': {'veh0': 40.16418647766113, 'veh3': 0}}"
37 "[{'vehId': 'veh0', 'x_coor': -117.75962206065344, 'y_coor': 104.84146852764763, 'z_coor': 9.36169719696045, 'angle': -7.11024917052831, 'velocity': 17.15786243311111}, {'vehId': 'veh3', 'x_coor': 176.09393921405461, 'y_coor': -201.34097542538763, 'z_coor': 14.712982177734375, 'angle': -5.60096228354041, 'velocity': 5.985569934062435}]" "{'veh0': {'veh0': 0, 'veh3': -117.13605880737305}, 'veh3': {'veh0': -117.17873573303223, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 41.25715255737305}, 'veh3': {'veh0': 41.29982948303223, 'veh3': 0}}"
38 "[{'vehId': 'veh0', 'x_coor': -129.18347834476714, 'y_coor': 117.25927982488031, 'z_coor': 10.56641674041748, 'angle': -7.110249170528317, 'velocity': 16.8108035539927}, {'vehId': 'veh3', 'x_coor': 170.50774964965268, 'y_coor': -205.6196227878561, 'z_coor': 14.806921005249023, 'angle': -5.641251214322581, 'velocity': 7.041538324582659}]" "{'veh0': {'veh0': 0, 'veh3': -109.82304573059082}, 'veh3': {'veh0': -108.63689422607422, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 33.62002754211426}, 'veh3': {'veh0': 32.433876037597656, 'veh3': 0}}"
39 "[{'vehId': 'veh0', 'x_coor': -140.84217584781, 'y_coor': 129.93236516171459, 'z_coor': 11.795899391174316, 'angle': -7.110249170528322, 'velocity': 17.156384721998872}, {'vehId': 'veh3', 'x_coor': 164.23553815292183, 'y_coor': -207.665998949443, 'z_coor': 15.269777297973633, 'angle': -6.048518008262985, 'velocity': 6.816353736588068}]" "{'veh0': {'veh0': 0, 'veh3': -101.98519706726074}, 'veh3': {'veh0': -102.42219924926758, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 25.501157760620117}, 'veh3': {'veh0': 25.938159942626953, 'veh3': 0}}"
40 "[{'vehId': 'veh0', 'x_coor': -152.56394109303423, 'y_coor': 142.66392932133965, 'z_coor': 12.505784034729004, 'angle': -7.108891927729437, 'velocity': 17.234027068614775}, {'vehId': 'veh3', 'x_coor': 159.41331129382212, 'y_coor': -203.49113727688078, 'z_coor': 15.141932487487793, 'angle': -7.066237090728565, 'velocity': 6.431241392673261}]" "{'veh0': {'veh0': 0, 'veh3': -101.81806564331055}, 'veh3': {'veh0': -101.86193466186523, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 25.127132415771484}, 'veh3': {'veh0': 25.171001434326172, 'veh3': 0}}"
41 "[{'vehId': 'veh0', 'x_coor': -164.1124189605832, 'y_coor': 155.19400605370618, 'z_coor': 13.164437294006348, 'angle': -7.109504702407613, 'velocity': 17.021060630464742}, {'vehId': 'veh3', 'x_coor': 153.6942792726357, 'y_coor': -197.6845173076027, 'z_coor': 14.907327651977539, 'angle': -7.076182716340529, 'velocity': 8.13184949651201}]" "{'veh0': {'veh0': 0, 'veh3': -102.3336124420166}, 'veh3': {'veh0': -107.0124626159668, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 25.478479385375977}, 'veh3': {'veh0': 30.157329559326172, 'veh3': 0}}"
42 "[{'vehId': 'veh0', 'x_coor': -175.5099651496859, 'y_coor': 167.56472207798288, 'z_coor': 13.964530944824219, 'angle': -7.109504702407617, 'velocity': 16.82425061969068}, {'vehId': 'veh3', 'x_coor': 146.56757829618215, 'y_coor': -190.44866969359268, 'z_coor': 14.614980697631836, 'angle': -7.076182716340513, 'velocity': 10.133403613142004}]" "{'veh0': {'veh0': 0, 'veh3': -102.88607597351074}, 'veh3': {'veh0': -101.68862342834473, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 25.909788131713867}, 'veh3': {'veh0': 24.71233558654785, 'veh3': 0}}"
43 "[{'vehId': 'veh0', 'x_coor': -187.22033283663674, 'y_coor': 180.2749695989486, 'z_coor': 14.786581039428711, 'angle': -7.109504702407617, 'velocity': 17.286015563802607}, {'vehId': 'veh3', 'x_coor': 138.21104014077815, 'y_coor': -181.96414973506708, 'z_coor': 14.808504104614258, 'angle': -7.076182716340513, 'velocity': 11.882100037185742}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 122.9271240234375}, 'veh3': {'veh0': 122.9271240234375, 'veh3': 0}}"
44 "[{'vehId': 'veh0', 'x_coor': -198.56806278994955, 'y_coor': 192.59161587030383, 'z_coor': 15.461875915527344, 'angle': -7.109504702407605, 'velocity': 16.75071541992463}, {'vehId': 'veh3', 'x_coor': 129.08448690517668, 'y_coor': -172.6978217844273, 'z_coor': 14.666841506958008, 'angle': -7.076182716340529, 'velocity': 12.976978806707345}]" "{'veh0': {'veh0': 0, 'veh3': -114.72224235534668}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 37.58267021179199}, 'veh3': {'veh0': 122.86042785644531, 'veh3': 0}}"
45 "[{'vehId': 'veh0', 'x_coor': -210.17119423327617, 'y_coor': 205.1854708717417, 'z_coor': 16.39769172668457, 'angle': -7.109504702407617, 'velocity': 17.127721014404486}, {'vehId': 'veh3', 'x_coor': 120.19577123511334, 'y_coor': -163.67297392209315, 'z_coor': 14.377337455749512, 'angle': -7.076182716340529, 'velocity': 12.638799324513682}]" "{'veh0': {'veh0': 0, 'veh3': -126.73883438110352}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 49.520450592041016}, 'veh3': {'veh0': 122.7816162109375, 'veh3': 0}}"
46 "[{'vehId': 'veh0', 'x_coor': -221.59290419112716, 'y_coor': 217.58241386771056, 'z_coor': 16.700788497924805, 'angle': -7.109504702407621, 'velocity': 16.859919464071098}, {'vehId': 'veh3', 'x_coor': 111.52170686559538, 'y_coor': -154.86606478147988, 'z_coor': 13.657215118408203, 'angle': -7.076182716340525, 'velocity': 12.333588221690887}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 122.70280456542969}, 'veh3': {'veh0': 122.70280456542969, 'veh3': 0}}"
47 "[{'vehId': 'veh0', 'x_coor': -232.78951196577177, 'y_coor': 229.74584334958547, 'z_coor': 15.520773887634277, 'angle': -7.109962299778694, 'velocity': 16.535592147609965}, {'vehId': 'veh3', 'x_coor': 102.97780379094235, 'y_coor': -146.19131037810013, 'z_coor': 13.166051864624023, 'angle': -7.076182716340517, 'velocity': 12.14851283547309}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -200, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 122.62725830078125}, 'veh3': {'veh0': 122.62725830078125, 'veh3': 0}}"
48 "[{'vehId': 'veh0', 'x_coor': -244.1958177743047, 'y_coor': 242.13744094391393, 'z_coor': 14.31862735748291, 'angle': -7.109962299778715, 'velocity': 16.845549374092187}, {'vehId': 'veh3', 'x_coor': 94.16921754403893, 'y_coor': -137.09483836257436, 'z_coor': 12.319337844848633, 'angle': -7.087543610152828, 'velocity': 12.776552133283847}]" "{'veh0': {'veh0': 0, 'veh3': -200}, 'veh3': {'veh0': -128.25677871704102, 'veh3': 0}}" "{'veh0': {'veh0': 0, 'veh3': 122.555419921875}, 'veh3': {'veh0': 50.812198638916016, 'veh3': 0}}"
49 "[{'vehId': 'veh0', 'x_coor': -255.7242595237779, 'y_coor': 254.66172474334167, 'z_coor': 13.701203346252441, 'angle': -7.10996229977871, 'velocity': 17.02592740866337}, {'vehId': 'veh3', 'x_coor': 86.01020818229165, 'y_coor': -128.43104597116778, 'z_coor': 11.381256103515625, 'angle': -7.098580353649052, 'velocity': 12.187375892557473}, {'vehId': 'veh7', 'x_coor': 388.8645823548249, 'y_coor': 282.9609410030896, 'z_coor': 6.817147254943848, 'angle': -5.855219604484864, 'velocity': 14.034456}]" "{'veh0': {'veh0': 0, 'veh3': -200, 'veh7': -200}, 'veh3': {'veh0': -200, 'veh3': 0, 'veh7': -200}, 'veh7': {'veh0': -200, 'veh3': -200, 'veh7': 0}}" "{'veh0': {'veh0': 0, 'veh3': 122.46826171875, 'veh7': 120.48236083984375}, 'veh3': {'veh0': 122.46826171875, 'veh3': 0, 'veh7': 122.51071166992188}, 'veh7': {'veh0': 120.48236083984375, 'veh3': 122.51071166992188, 'veh7': 0}}"
50 "[{'vehId': 'veh0', 'x_coor': -265.44423358256483, 'y_coor': 265.2213230204362, 'z_coor': 13.359731674194336, 'angle': -7.10996229977871, 'velocity': 14.35506864980773}, {'vehId': 'veh3', 'x_coor': 77.60048169528426, 'y_coor': -119.50102504319312, 'z_coor': 11.10484790802002, 'angle': -7.0985803536490435, 'velocity': 12.56188016296205}, {'vehId': 'veh7', 'x_coor': 376.63962120375885, 'y_coor': 277.1244433306198, 'z_coor': 6.09940242767334, 'angle': -5.829995304681061, 'velocity': 13.53198533268901}]" "{'veh0': {'veh0': 0, 'veh3': -200, 'veh7': -200}, 'veh3': {'veh0': -200, 'veh3': 0, 'veh7': -200}, 'veh7': {'veh0': -200, 'veh3': -200, 'veh7': 0}}" "{'veh0': {'veh0': 0, 'veh3': 122.43301391601562, 'veh7': 120.52297973632812}, 'veh3': {'veh0': 122.43301391601562, 'veh3': 0, 'veh7': 122.75408935546875}, 'veh7': {'veh0': 120.52297973632812, 'veh3': 122.75408935546875, 'veh7': 0}}"
51 "[{'vehId': 'veh0', 'x_coor': -272.8357568296037, 'y_coor': 273.25133582422325, 'z_coor': 13.10006046295166, 'angle': -7.10996229977871, 'velocity': 10.916266133650003}, {'vehId': 'veh3', 'x_coor': 69.73281270890772, 'y_coor': -111.14659772486527, 'z_coor': 11.192913055419922, 'angle': -7.0985803536490435, 'velocity': 11.752191360968434}, {'vehId': 'veh7', 'x_coor': 364.9150900869751, 'y_coor': 271.36287802977665, 'z_coor': 7.096226692199707, 'angle': -5.825358735980342, 'velocity': 13.048604421469145}]" "{'veh0': {'veh0': 0, 'veh3': -200, 'veh7': -200}, 'veh3': {'veh0': -200, 'veh3': 0, 'veh7': -200}, 'veh7': {'veh0': -200, 'veh3': -200, 'veh7': 0}}" "{'veh0': {'veh0': 0, 'veh3': 122.44245910644531, 'veh7': 120.58341979980469}, 'veh3': {'veh0': 122.44245910644531, 'veh3': 0, 'veh7': 122.99468994140625}, 'veh7': {'veh0': 120.58341979980469, 'veh3': 122.99468994140625, 'veh7': 0}}"
