Frame Cars_Data PathLoss RSSI
91 "[{'vehId': 'veh1', 'x_coor': -364.5161885973241, 'y_coor': 185.12251522251051, 'z_coor': 389.2832336425781, 'angle': -2.3735046905180046, 'velocity': 14.445373979341113}, {'vehId': 'veh2', 'x_coor': 838.3389117088575, 'y_coor': 425.60354088161375, 'z_coor': 191.64730834960938, 'angle': -2.5307660754571115, 'velocity': 24.55488861921709}, {'vehId': 'veh3', 'x_coor': -282.52243869535835, 'y_coor': 131.51921173325024, 'z_coor': 404.1631774902344, 'angle': -7.751190383409201, 'velocity': 17.847628631929698}, {'vehId': 'veh4', 'x_coor': -1083.7547282790856, 'y_coor': 677.8079129464638, 'z_coor': 241.02940368652344, 'angle': -4.499631273563114, 'velocity': 1.7209054725710304}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -83.50491523742676, 'veh4': -105.27163505554199}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -83.49349975585938, 'veh2': 0, 'veh3': 0, 'veh4': -200}, 'veh4': {'veh1': -105.27163505554199, 'veh2': 0, 'veh3': -200, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 20.261690139770508, 'veh4': 23.01630973815918}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 20.250274658203125, 'veh2': -200, 'veh3': 0, 'veh4': 116.82252502441406}, 'veh4': {'veh1': 23.01630973815918, 'veh2': -200, 'veh3': 116.82252502441406, 'veh4': 0}}"
92 "[{'vehId': 'veh1', 'x_coor': -353.91334836483554, 'y_coor': 195.65561759766877, 'z_coor': 389.2748718261719, 'angle': -2.331609202288216, 'velocity': 14.949026441308545}, {'vehId': 'veh2', 'x_coor': 860.7129964334001, 'y_coor': 437.0814411019935, 'z_coor': 193.03550720214844, 'angle': -2.7261789674970056, 'velocity': 25.188457027417606}, {'vehId': 'veh3', 'x_coor': -284.4117967496737, 'y_coor': 149.35158981533505, 'z_coor': 402.0469665527344, 'angle': -7.739945515573387, 'velocity': 17.932482835974376}, {'vehId': 'veh4', 'x_coor': -1082.9660265132077, 'y_coor': 674.1569745464187, 'z_coor': 240.8674774169922, 'angle': -4.499631273563114, 'velocity': 3.7351703244494283}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -82.21813201904297, 'veh4': -103.84513854980469}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -82.20308303833008, 'veh2': 0, 'veh3': 0, 'veh4': -200}, 'veh4': {'veh1': -103.40662002563477, 'veh2': 0, 'veh3': -200, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 20.35944366455078, 'veh4': 21.587127685546875}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 20.34439468383789, 'veh2': -200, 'veh3': 0, 'veh4': 116.94979858398438}, 'veh4': {'veh1': 21.148609161376953, 'veh2': -200, 'veh3': 116.94979858398438, 'veh4': 0}}"
93 "[{'vehId': 'veh1', 'x_coor': -345.2474003039722, 'y_coor': 207.80407153123429, 'z_coor': 385.2142028808594, 'angle': -2.1261041542850414, 'velocity': 14.960207551615188}, {'vehId': 'veh2', 'x_coor': 881.1062178688546, 'y_coor': 449.0078552310051, 'z_coor': 195.02647399902344, 'angle': -2.218905231002948, 'velocity': 24.195017285961654}, {'vehId': 'veh3', 'x_coor': -289.19786563358605, 'y_coor': 165.7145440761151, 'z_coor': 401.0741271972656, 'angle': -7.3940638227517335, 'velocity': 17.202040757772345}, {'vehId': 'veh4', 'x_coor': -1081.840957957426, 'y_coor': 668.9489781012555, 'z_coor': 240.6365509033203, 'angle': -4.499631273563114, 'velocity': 5.328151735337452}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -83.46134185791016, 'veh4': -102.85263061523438}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -83.46134185791016, 'veh2': 0, 'veh3': 0, 'veh4': -105.01049995422363}, 'veh4': {'veh1': -103.13821792602539, 'veh2': 0, 'veh3': -105.91680526733398, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 23.00782012939453, 'veh4': 20.630157470703125}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 23.00782012939453, 'veh2': -200, 'veh3': 0, 'veh4': 22.110002517700195}, 'veh4': {'veh1': 20.91574478149414, 'veh2': -200, 'veh3': 23.016307830810547, 'veh4': 0}}"
94 "[{'vehId': 'veh1', 'x_coor': -340.5019059190264, 'y_coor': 221.45528529185208, 'z_coor': 383.4620361328125, 'angle': -1.8025831091584568, 'velocity': 14.514059285903224}, {'vehId': 'veh2', 'x_coor': 862.6314593082079, 'y_coor': 450.13243192568825, 'z_coor': 201.92138671875, 'angle': -5.848730832448144, 'velocity': 24.665594579176975}, {'vehId': 'veh3', 'x_coor': -304.2631160622482, 'y_coor': 173.7866288987782, 'z_coor': 397.594482421875, 'angle': -6.370190140816077, 'velocity': 18.017893173357304}, {'vehId': 'veh4', 'x_coor': -1080.2459926587421, 'y_coor': 661.5658070375728, 'z_coor': 240.30911254882812, 'angle': -4.499631273563114, 'velocity': 7.553510477486999}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -82.11495399475098, 'veh4': -105.1556396484375}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -82.11501121520996, 'veh2': 0, 'veh3': 0, 'veh4': -101.0383129119873}, 'veh4': {'veh1': -105.1556396484375, 'veh2': 0, 'veh3': -105.70868492126465, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 23.01084327697754, 'veh4': 23.016311645507812}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 23.010900497436523, 'veh2': -200, 'veh3': 0, 'veh4': 18.345930099487305}, 'veh4': {'veh1': 23.016311645507812, 'veh2': -200, 'veh3': 23.01630210876465, 'veh4': 0}}"
95 "[{'vehId': 'veh1', 'x_coor': -338.19423404305155, 'y_coor': 235.83434129237833, 'z_coor': 380.63232421875, 'angle': -1.721843291856321, 'velocity': 14.565294507229575}, {'vehId': 'veh2', 'x_coor': 839.2701578882513, 'y_coor': 441.4928284871892, 'z_coor': 201.64134216308594, 'angle': -5.957488888256263, 'velocity': 24.930644417777657}, {'vehId': 'veh3', 'x_coor': -319.5425040353351, 'y_coor': 165.69381853633, 'z_coor': 396.48681640625, 'angle': -5.522924217779817, 'velocity': 17.756252221924083}, {'vehId': 'veh4', 'x_coor': -1078.327863577071, 'y_coor': 652.6866952826729, 'z_coor': 240.98202514648438, 'angle': -4.499631273563114, 'velocity': 9.08396447717678}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -81.05913162231445, 'veh4': -105.03801345825195}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -81.28554344177246, 'veh2': 0, 'veh3': 0, 'veh4': -105.56721687316895}, 'veh4': {'veh1': -105.03801345825195, 'veh2': 0, 'veh3': -105.56721687316895, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 20.317432403564453, 'veh4': 23.016315460205078}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 20.54384422302246, 'veh2': -200, 'veh3': 0, 'veh4': 23.016313552856445}, 'veh4': {'veh1': 23.016315460205078, 'veh2': -200, 'veh3': 23.016313552856445, 'veh4': 0}}"
96 "[{'vehId': 'veh1', 'x_coor': -335.9555696536139, 'y_coor': 250.20673311601763, 'z_coor': 377.65570068359375, 'angle': -1.7253161127939254, 'velocity': 14.545731225181246}, {'vehId': 'veh2', 'x_coor': 815.5437511445607, 'y_coor': 433.2778072011761, 'z_coor': 201.39663696289062, 'angle': -5.995690742525248, 'velocity': 25.134751216731964}, {'vehId': 'veh3', 'x_coor': -331.9278647096362, 'y_coor': 153.19465934518166, 'z_coor': 395.9765319824219, 'angle': -5.493180875869817, 'velocity': 17.59635820633063}, {'vehId': 'veh4', 'x_coor': -1075.9884120441188, 'y_coor': 641.8572616409306, 'z_coor': 241.7725067138672, 'angle': -4.499631273563114, 'velocity': 11.07928284101654}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -86.23537063598633, 'veh4': -200}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -86.23537063598633, 'veh2': 0, 'veh3': 0, 'veh4': -105.4573917388916}, 'veh4': {'veh1': -200, 'veh2': 0, 'veh3': -105.4573917388916, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 23.016300201416016, 'veh4': 118.10653686523438}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 23.016300201416016, 'veh2': -200, 'veh3': 0, 'veh4': 23.016305923461914}, 'veh4': {'veh1': 118.10653686523438, 'veh2': -200, 'veh3': 23.016305923461914, 'veh4': 0}}"
97 "[{'vehId': 'veh1', 'x_coor': -333.496996618955, 'y_coor': 265.17099194426874, 'z_coor': 375.4300842285156, 'angle': -1.7341309905414655, 'velocity': 15.164949357430325}, {'vehId': 'veh2', 'x_coor': 792.5853504239954, 'y_coor': 425.31345935893137, 'z_coor': 199.5236358642578, 'angle': -5.939950922725084, 'velocity': 24.30575047469698}, {'vehId': 'veh3', 'x_coor': -344.8760369397146, 'y_coor': 142.3165399673569, 'z_coor': 395.53656005859375, 'angle': -5.669734050407255, 'velocity': 16.95405508579949}, {'vehId': 'veh4', 'x_coor': -1073.2874410477873, 'y_coor': 629.3543370190507, 'z_coor': 242.6851348876953, 'angle': -4.499631273563114, 'velocity': 12.791383447032421}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -105.89761734008789, 'veh4': -200}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -200, 'veh2': 0, 'veh3': 0, 'veh4': -200}, 'veh4': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 40.6357307434082, 'veh4': 118.24116516113281}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 134.7381134033203, 'veh2': -200, 'veh3': 0, 'veh4': 117.69425964355469}, 'veh4': {'veh1': 118.24116516113281, 'veh2': -200, 'veh3': 117.69425964355469, 'veh4': 0}}"
98 "[{'vehId': 'veh1', 'x_coor': -330.9382535749984, 'y_coor': 279.9934946484948, 'z_coor': 373.8183288574219, 'angle': -1.7435559257486857, 'velocity': 15.041874411669435}, {'vehId': 'veh2', 'x_coor': 770.2824573502137, 'y_coor': 415.2796167270981, 'z_coor': 198.7913360595703, 'angle': -5.806427233120148, 'velocity': 24.537105590701103}, {'vehId': 'veh3', 'x_coor': -359.80534911733014, 'y_coor': 133.43458320284003, 'z_coor': 394.982421875, 'angle': -5.754462167873042, 'velocity': 17.373100405836308}, {'vehId': 'veh4', 'x_coor': -1070.1325716233027, 'y_coor': 614.7502947469279, 'z_coor': 246.0364532470703, 'angle': -4.499631273563101, 'velocity': 14.940976629778742}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -103.47457885742188, 'veh4': -200}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -101.77204132080078, 'veh2': 0, 'veh3': 0, 'veh4': -200}, 'veh4': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 36.57957458496094, 'veh4': 118.3851318359375}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 34.877037048339844, 'veh2': -200, 'veh3': 0, 'veh4': 117.8778076171875}, 'veh4': {'veh1': 118.3851318359375, 'veh2': -200, 'veh3': 117.8778076171875, 'veh4': 0}}"
99 "[{'vehId': 'veh1', 'x_coor': -328.3826959838541, 'y_coor': 294.6386002595407, 'z_coor': 371.3907165527344, 'angle': -1.7435559257486857, 'velocity': 14.866441095960202}, {'vehId': 'veh2', 'x_coor': 748.7659745929493, 'y_coor': 404.64386808501104, 'z_coor': 202.60794067382812, 'angle': -5.824102439022004, 'velocity': 24.00152520645875}, {'vehId': 'veh3', 'x_coor': -375.8446016437081, 'y_coor': 126.09903283120843, 'z_coor': 393.7128601074219, 'angle': -5.962718247791583, 'velocity': 17.69623478236405}, {'vehId': 'veh4', 'x_coor': -1066.6510425544384, 'y_coor': 598.6341292730974, 'z_coor': 249.8186798095703, 'angle': -4.49963127356311, 'velocity': 16.487986491643102}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -200, 'veh2': 0, 'veh3': 0, 'veh4': -104.92005348205566}, 'veh4': {'veh1': -200, 'veh2': 0, 'veh3': -104.92005348205566, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 131.7413787841797, 'veh4': 118.5328369140625}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 131.7413787841797, 'veh2': -200, 'veh3': 0, 'veh4': 23.016305923461914}, 'veh4': {'veh1': 118.5328369140625, 'veh2': -200, 'veh3': 23.016305923461914, 'veh4': 0}}"
100 "[{'vehId': 'veh1', 'x_coor': -325.9246595640425, 'y_coor': 309.43072446733004, 'z_coor': 370.432373046875, 'angle': -1.7217152262973683, 'velocity': 14.996888779234016}, {'vehId': 'veh2', 'x_coor': 726.2497946820567, 'y_coor': 395.3545116561886, 'z_coor': 210.1040496826172, 'angle': -5.94336570190835, 'velocity': 24.376873038606718}, {'vehId': 'veh3', 'x_coor': -392.00079073679535, 'y_coor': 128.22144188468292, 'z_coor': 390.7596740722656, 'angle': -6.749407817102825, 'velocity': 16.870599740532057}, {'vehId': 'veh4', 'x_coor': -1064.1691082487416, 'y_coor': 582.7440361628155, 'z_coor': 252.38490295410156, 'angle': -4.625221047463057, 'velocity': 16.114372941711196}]" "{'veh1': {'veh1': 0, 'veh2': 0, 'veh3': -101.2826919555664, 'veh4': -200}, 'veh2': {'veh1': 0, 'veh2': 0, 'veh3': 0, 'veh4': 0}, 'veh3': {'veh1': -98.27817916870117, 'veh2': 0, 'veh3': 0, 'veh4': -104.64884757995605}, 'veh4': {'veh1': -200, 'veh2': 0, 'veh3': -104.64884757995605, 'veh4': 0}}" "{'veh1': {'veh1': 0, 'veh2': -200, 'veh3': 32.20581817626953, 'veh4': 118.65843200683594}, 'veh2': {'veh1': -200, 'veh2': 0, 'veh3': -200, 'veh4': -200}, 'veh3': {'veh1': 29.201305389404297, 'veh2': -200, 'veh3': 0, 'veh4': 23.01630973815918}, 'veh4': {'veh1': 118.65843200683594, 'veh2': -200, 'veh3': 23.01630973815918, 'veh4': 0}}"
