 Car1x Car1y Car1z Car2x Car2y Car2z
52 45.40901184082031 57.98275375366211 8.206042289733887 112.32337188720703 95.4892349243164 22.302410125732422
53 44.094581604003906 58.170570373535156 8.013222694396973 113.85791778564453 97.57081604003906 22.100788116455078
54 42.72956085205078 58.35771942138672 7.821201324462891 115.40499114990234 99.6688232421875 21.894227981567383
55 41.30690002441406 58.54342269897461 7.630775451660156 116.96744537353516 101.78644561767578 21.683067321777344
56 39.81956481933594 58.726924896240234 7.442742347717285 118.5480728149414 103.9268569946289 21.467649459838867
57 38.26050567626953 58.9074592590332 7.257899284362793 120.14967346191406 106.09322357177734 21.24831771850586
58 36.62267303466797 59.08424377441406 7.077043533325195 121.77508544921875 108.28874206542969 21.02541732788086
59 34.899044036865234 59.256526947021484 6.900972843170166 123.4271011352539 110.5165786743164 20.799283981323242
60 33.08255386352539 59.42353057861328 6.7304840087890625 125.10853576660156 112.77993774414062 20.570266723632812
61 31.16856575012207 59.58463668823242 6.566223621368408 126.82110595703125 115.08064270019531 20.338714599609375
62 29.162010192871094 59.73979568481445 6.408233642578125 128.56219482421875 117.41525268554688 20.105031967163086
63 27.070213317871094 59.889102935791016 6.25640344619751 130.32801818847656 119.77897644042969 19.86963653564453
64 24.90049934387207 60.03266143798828 6.110623836517334 132.11489868164062 122.16703033447266 19.6329402923584
65 22.66019630432129 60.170562744140625 5.970785617828369 133.9190673828125 124.57461547851562 19.39535903930664
66 20.35662841796875 60.30290985107422 5.836778163909912 135.73680114746094 126.99695587158203 19.15730857849121
67 17.99712371826172 60.42979049682617 5.708491802215576 137.5643768310547 129.42926025390625 18.919206619262695
68 15.589007377624512 60.55131149291992 5.585817337036133 139.39804077148438 131.8667449951172 18.68146324157715
69 13.139609336853027 60.66756057739258 5.468644618988037 141.2340850830078 134.3046112060547 18.444496154785156
70 10.656250953674316 60.77864074707031 5.356865406036377 143.0687713623047 136.73809814453125 18.208723068237305
71 8.146261215209961 60.88465118408203 5.250368118286133 144.89834594726562 139.16238403320312 17.97455596923828
72 5.616966247558594 60.98568344116211 5.149044513702393 146.71908569335938 141.5727081298828 17.742408752441406
73 3.0756916999816895 61.08183670043945 5.052783489227295 148.5272674560547 143.9642791748047 17.512697219848633
74 0.5297646522521973 61.1732063293457 4.9614763259887695 150.31915283203125 146.33230590820312 17.285842895507812
75 -2.013489246368408 61.25989532470703 4.8750128746032715 152.09100341796875 148.6719970703125 17.062253952026367
76 -4.546741008758545 61.34199142456055 4.793283462524414 153.83908081054688 150.97857666015625 16.842348098754883
77 -7.062669277191162 61.41959762573242 4.716179370880127 155.55967712402344 153.2472381591797 16.62653923034668
78 -9.55394458770752 61.49281311035156 4.643589973449707 157.24903869628906 155.4732208251953 16.415245056152344
79 -12.013239860534668 61.561729431152344 4.575405597686768 158.90345764160156 157.65170288085938 16.208879470825195
80 -14.433231353759766 61.62644958496094 4.511516094207764 160.5191650390625 159.77793884277344 16.007856369018555
81 -16.80658531188965 61.68706130981445 4.451813220977783 162.0924530029297 161.8470916748047 15.812591552734375
82 -19.12598991394043 61.74367141723633 4.396185874938965 163.6195831298828 163.85443115234375 15.623501777648926
83 -21.384109497070312 61.79637145996094 4.344525337219238 165.09681701660156 165.79513549804688 15.440999984741211
84 -23.573617935180664 61.84525680541992 4.296721458435059 166.52041625976562 167.6644287109375 15.2655029296875
85 -25.68718147277832 61.89043045043945 4.252664566040039 167.8866729736328 169.45751953125 15.09742546081543
86 -27.71749496459961 61.93198776245117 4.212244987487793 169.19183349609375 171.1696014404297 14.937182426452637
87 -29.657209396362305 61.97002029418945 4.175353527069092 170.4321746826172 172.79592895507812 14.785188674926758
88 -31.499004364013672 62.00463104248047 4.141879081726074 171.60394287109375 174.33168029785156 14.641861915588379
89 -33.23556900024414 62.035919189453125 4.111713409423828 172.70343017578125 175.77206420898438 14.507614135742188
90 -34.859554290771484 62.06397247314453 4.084746837615967 173.72689819335938 177.1123504638672 14.382861137390137
91 -36.36365509033203 62.08890151977539 4.060867786407471 174.67059326171875 178.34768676757812 14.268019676208496
92 -37.74052810668945 62.11078643798828 4.039969444274902 175.53082275390625 179.47332763671875 14.163503646850586
93 -38.98285675048828 62.12973403930664 4.021940231323242 176.30380249023438 180.4844512939453 14.06972885131836
94 -40.08330535888672 62.14583969116211 4.0066704750061035 176.98583984375 181.37631225585938 13.98711109161377
95 -41.03456497192383 62.159210205078125 3.994050979614258 177.5731964111328 182.14407348632812 13.91606330871582
96 -41.82929229736328 62.169921875 3.983971118927002 178.0621337890625 182.78298950195312 13.857004165649414
97 -42.46015167236328 62.17809295654297 3.976322889328003 178.44891357421875 183.2882537841797 13.810344696044922
98 -42.91985321044922 62.18380355834961 3.9709959030151367 178.72979736328125 183.6550750732422 13.77650260925293
99 -43.20104217529297 62.187156677246094 3.9678795337677 178.90106201171875 183.87869262695312 13.75589370727539
