 Car1x Car1y Car1z Car2x Car2y Car2z
0 133.24794006347656 55.24684524536133 10.241561889648438 28.329132080078125 -12.149131774902344 24.569740295410156
1 133.12631225585938 55.246803283691406 10.24415111541748 28.420373916625977 -12.037256240844727 24.57047462463379
2 132.76937866210938 55.2466926574707 10.251684188842773 28.68882942199707 -11.707935333251953 24.572616577148438
3 132.18910217285156 55.24650573730469 10.263808250427246 29.1265926361084 -11.17061996459961 24.576059341430664
4 131.39743041992188 55.24626159667969 10.280169486999512 29.725751876831055 -10.434765815734863 24.58070945739746
5 130.40634155273438 55.24595260620117 10.300413131713867 30.47840118408203 -9.50982666015625 24.58646011352539
6 129.22776794433594 55.24559020996094 10.324190139770508 31.376632690429688 -8.405258178710938 24.593215942382812
7 127.87366485595703 55.24518585205078 10.351143836975098 32.41254425048828 -7.130512714385986 24.600873947143555
8 126.35598754882812 55.24473571777344 10.380922317504883 33.578216552734375 -5.695043563842773 24.609336853027344
9 124.68671417236328 55.24424362182617 10.41317367553711 34.865753173828125 -4.108307361602783 24.618497848510742
10 122.87777709960938 55.24372482299805 10.447543144226074 36.26724624633789 -2.3797566890716553 24.62826156616211
11 120.9411392211914 55.2431755065918 10.48367691040039 37.77477264404297 -0.5188467502593994 24.638530731201172
12 118.88874053955078 55.242610931396484 10.521224975585938 39.38044738769531 1.4649715423583984 24.64919662475586
13 116.7325668334961 55.24202346801758 10.559831619262695 41.07634735107422 3.5622386932373047 24.660165786743164
14 114.48455047607422 55.24142837524414 10.59914493560791 42.85457229614258 5.763504981994629 24.671337127685547
15 112.15664672851562 55.24082946777344 10.638810157775879 44.70720672607422 8.059314727783203 24.682605743408203
16 109.76081848144531 55.24022674560547 10.678476333618164 46.62635803222656 10.440216064453125 24.69387435913086
17 107.30902099609375 55.23963165283203 10.717789649963379 48.60409927368164 12.896751403808594 24.705045700073242
18 104.81320190429688 55.23904800415039 10.756396293640137 50.632537841796875 15.419466972351074 24.716014862060547
19 102.28531646728516 55.23847579956055 10.793943405151367 52.703758239746094 17.99890899658203 24.726680755615234
20 99.73733520507812 55.23793029785156 10.830078125 54.80986022949219 20.625627517700195 24.736948013305664
21 97.18119812011719 55.23740768432617 10.864448547363281 56.94292449951172 23.2901611328125 24.746713638305664
22 94.62886047363281 55.23691940307617 10.896698951721191 59.095054626464844 25.983060836791992 24.755876541137695
23 92.09228515625 55.23646926879883 10.926477432250977 61.25833511352539 28.694869995117188 24.76433753967285
24 89.58341979980469 55.236061096191406 10.953432083129883 63.42486572265625 31.41614532470703 24.771995544433594
25 87.11422729492188 55.23570251464844 10.97720718383789 65.58673858642578 34.137413024902344 24.778749465942383
26 84.6966552734375 55.23539733886719 10.997452735900879 67.73603820800781 36.84922790527344 24.784503936767578
27 82.34266662597656 55.235145568847656 11.013813018798828 69.86485290527344 39.542144775390625 24.789152145385742
28 80.064208984375 55.234962463378906 11.025936126708984 71.96530151367188 42.206695556640625 24.79259490966797
29 77.87323760986328 55.23484802246094 11.033470153808594 74.02944946289062 44.833431243896484 24.794734954833984
30 75.78170776367188 55.23480987548828 11.036059379577637 76.04940032958984 47.412906646728516 24.79547119140625
31 73.79841613769531 55.24317169189453 11.027420997619629 78.01902770996094 49.93775939941406 24.78912353515625
32 71.91947937011719 55.267757415771484 11.002038955688477 79.93936920166016 52.40907669067383 24.77030372619629
33 70.13785552978516 55.30778503417969 10.960709571838379 81.8132095336914 54.83002853393555 24.73935890197754
34 68.44649505615234 55.36249542236328 10.904231071472168 83.64338684082031 57.20379638671875 24.696630477905273
35 66.83836364746094 55.43111801147461 10.833399772644043 85.4327163696289 59.5335693359375 24.642457962036133
36 65.3064193725586 55.51288986206055 10.749013900756836 87.18397521972656 61.822513580322266 24.577184677124023
37 63.84361267089844 55.60704040527344 10.651870727539062 88.90000915527344 64.07382202148438 24.50115394592285
38 62.442901611328125 55.71280288696289 10.542766571044922 90.58360290527344 66.2906723022461 24.414705276489258
39 61.09724807739258 55.829402923583984 10.422500610351562 92.23758697509766 68.47624206542969 24.318185806274414
40 59.79960632324219 55.956085205078125 10.2918701171875 93.86476135253906 70.63370513916016 24.211933135986328
41 58.542930603027344 56.092071533203125 10.1516695022583 95.46794128417969 72.7662582397461 24.09629249572754
42 57.3201789855957 56.236602783203125 10.002699851989746 97.0499496459961 74.87706756591797 23.971603393554688
43 56.12430953979492 56.38890075683594 9.845757484436035 98.61357879638672 76.96932220458984 23.83820915222168
44 54.94826889038086 56.54821014404297 9.68163776397705 100.1616439819336 79.04620361328125 23.696453094482422
45 53.7850341796875 56.7137565612793 9.511140823364258 101.69696044921875 81.11088562011719 23.546676635742188
46 52.62754821777344 56.884769439697266 9.335062026977539 103.22235107421875 83.16654205322266 23.38922119140625
47 51.468772888183594 57.060489654541016 9.154199600219727 104.74059295654297 85.21636199951172 23.224430084228516
48 50.301658630371094 57.24013900756836 8.969351768493652 106.25454711914062 87.2635269165039 23.052644729614258
49 49.119171142578125 57.4229621887207 8.781314849853516 107.76697540283203 89.31121826171875 22.874208450317383
50 47.91426467895508 57.608184814453125 8.590885162353516 109.28072357177734 91.36260986328125 22.68946075439453
51 46.67988967895508 57.79503631591797 8.398862838745117 110.798583984375 93.42089080810547 22.498748779296875
